doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,journal_is_oa,journal_issns,journal_name,published_date,publisher
10.4202/app.00001.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000012013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00001.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2014-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00002.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000022013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00002.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2013-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00003.2013,open (via page says license),publisher,cc-by,https://www.app.pan.pl/article/item/article/item/app000032013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00003.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2013-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00005.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000052013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00005.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2013-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00006.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000062013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00006.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2013-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00011.2013,open (via page says license),publisher,cc-by,https://www.app.pan.pl/article/item/article/item/app000112013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00011.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2013-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00012.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000122013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00012.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2014-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00014.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000142013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00014.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2014-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00015.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000152013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00015.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2013-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00017.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000172013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00017.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2013-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00019.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000192013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00019.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2014-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
10.4202/app.00021.2013,open (via page says license),publisher,cc-by,http://www.app.pan.pl/article/item/article/item/app000212013.html?pdf=39,True,publishedVersion,2,https://doi.org/10.4202/app.00021.2013,journal-article,True,False,0567-7920,Acta Palaeontologica Polonica,2014-01-01,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"
